comment,conditionInfo,dateTime,easeOfUse,effectiveness,helpful,reviewerInfo,satisfaction,supplement
"Treatment being used for Lyme Diesease and for liver, brain issues.  Easy to use IV push.  Has anyone ever experienced an allergic reaction?
","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",1/18/2014 11:08:19 PM,,,,,,GLUTATHIONE
naturopathic dr. for supposed parkinsons disease.,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",11/22/2013 12:31:11 AM,,,,,,GLUTATHIONE
"I was diagnosed with osteoarthritis and could not weight train the same as I used to. After taking glutathione for 30 days, my dumb bell bench press increased from 40kg to 55kg and there were no more symptoms of osteoarthritis. It really works.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",8/22/2013 3:56:34 AM,,,,,,GLUTATHIONE
"I have various ailments and feel debilitated most of the time. Tried regular old glutathione that some say won't be absorbed. Within hours of 1st dose I was highly energized, mood much better. After 2nd on day 2, couldn't sleep and feel migrainy, with palpitations. Maybe I absorb more or my guts don't deactivate it because I have 2 or 3 gut disorders. I don't know why but I am going to discontinue for a couple of days then try a lower dose. The scientist in me must check this reaction out. I give three stars because I'm puzzled and don't know what's going on so can't credit or discredit the treatment yet. Looking for more info. ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",7/17/2014 12:03:21 AM,,,,,,GLUTATHIONE
"Used this along with Alpha Lipoic Acid due to dental amalgams in teeth. Over time the fillings became more exposed causing issues. Until all mercury removed I am learning to include selenium, zinc, copper and foods rich in manganese. Also increase enzymes. Anyway glutathione will be needed because mercury binds to enzymes, proteins, glutathione, catalase and p-450","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",6/29/2014 8:09:37 PM,,,,,,GLUTATHIONE
,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",3/26/2014 10:26:02 AM,,,,,,GLUTATHIONE
"skin pores in my face had decreased and waiting that it will all disappear, redness in my chest i described as burn from sun had disappear,iam waiting that my skin will get more white","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",3/25/2014 8:57:21 PM,,,,,,GLUTATHIONE
"I had 12 treatments using IV.   At the 3rd IV I stood up and knew I felt better. I was diagnosed with myasthenia gravis.  I was in a wheel chair and could not walk and got so I could barely move. 
I still go in about every 4 months for a treatment.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",3/6/2014 8:50:53 PM,,,,,,GLUTATHIONE
I have the beginning stages of Parkinson's Disease and I react to intravenous Glutathione by trembling less and having clumps of time being very normal and I love that feeling.  ,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",10/14/2014 9:49:22 AM,,,,,,GLUTATHIONE
"Glutathione does not survive the stomach when taken orally. An intravenous shot is extremely expensive ($175+) and as glutathione is transient in  the body (not stored), lasts about 5-6 hours. Not a long term option. Glutathione precursors make sense and are available. This overview article is misleading as no curative results have been claimed to the FDA re glutathione.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",9/23/2014 10:29:54 AM,,,,,,GLUTATHIONE
,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",9/13/2014 7:47:15 PM,,,,,,GLUTATHIONE
,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",9/1/2014 9:33:50 PM,,,,,,GLUTATHIONE
I felt like it put life back in my blood. I felt alive again.,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",8/27/2014 10:57:26 AM,,,,,,GLUTATHIONE
,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/27/2015 8:30:51 PM,,,,,,GLUTATHIONE
,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",1/15/2015 9:57:42 PM,,,,,,GLUTATHIONE
autoimmune diease chronic fatigue,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",12/31/2014 12:51:04 AM,,,,,,GLUTATHIONE
"I began receiving IV treatments from my doctor as part of a weight loss and health routine. I should also note that I have changed my diet and exercise plan. I lost a substantial amount of weight the first 30 days - 28 lbs to be exact. Month three of my treatment I became very ill, flu like symptoms,I almost though I had food poising. It last three days. Two weeks later I became ill again, same symptoms. I called my Doctor and asked if it was possible for the Glutathione IV to give me this reaction, he said; "" Glutathione can cause a loss of Zinc, you should take Zinc"". I took zinc lozenges an after 12 hours feel better. I don't know if anyone else has experienced this. I do know that I am normally very healthy and do not not get the cold or flu. The only change I have made is taking the Glutathione treatments.
","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",11/22/2014 10:47:29 AM,,,,,,GLUTATHIONE
I have a chronic cough and felt like I had razorblades cutting up my lungs. After 1 day I noticed a difference. I occasionally have a cough but it is not as deep. It has only been 9 days,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",11/5/2014 9:21:04 AM,,,,,,GLUTATHIONE
My sister recommended the use of liposomal glutathione as a detoxification therapy. Using it regularly has eliminated my brain fog and increased my mental alertness. ,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",9/5/2015 1:10:58 PM,,,,,,GLUTATHIONE
doing iv glutathione 3 times a week for Parkinson. Has not stopped the shakes completely but do have times when the shake is very mild. Do notice a difference if I miss my schedule dose.,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",8/21/2015 3:26:37 PM,,,,,,GLUTATHIONE
am breast cancer survivor. diagnosed stage 2b got 6x chemo and 33days radiation. started 2010 my oral intake of gluta caps. decided to for injection a month ago. no seen side effect since and feel more confident as survivor. hoping for these benefits forever.   ,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",6/17/2015 1:40:36 AM,,,,,,GLUTATHIONE
"I started taking it because a friend mentioned her migraines went away with max gxl,I have had a chronic migraine for years and after a while even taking preventive medicine stopped working. I thought why not I have nothing to lose and yes!! my migraines went away completely,and so did my insomnia,I have more energy and I rarely get sick anymore. Expensive, yes but worth it!!
","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",5/27/2015 8:45:02 PM,,,,,,GLUTATHIONE
,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",5/5/2015 2:52:27 PM,,,,,,GLUTATHIONE
,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",6/24/2016 2:08:21 PM,,,,,,GLUTATHIONE
"Took product faithfully with zero results of any kind no additional energy, no easing of symptoms not one thing from the list of promises.  When I called for refund was told that I was 16 days beyond the required 90 days,  Lesson learned will not buy into such hype again","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",6/1/2016 7:47:07 PM,,,,,,GLUTATHIONE
